source_node,destination_node,jaccard_coef,adamic_adar,preferential_attachment,clustering_coef,class
1383,7549,0.0,0.0,90,0.0,1
2608,9499,0.0,0.0,45,0.0,1
21,5013,0.0,0.0,39,0.0,1
7257,8584,0.0,0.0,24,0.0,0
1725,7786,0.0,0.0,80,0.0,0
1275,4274,0.0,0.0,64,0.0,1
6231,8122,0.0,0.0,18,0.0,0
3594,9610,0.0,0.0,28,0.0,1
2432,4987,0.0,0.0,40,0.0,0
6437,9809,0.0,0.0,18,0.0,0
1452,6298,0.0,0.0,24,0.0,0
3723,5508,0.0,0.0,9,0.0,1
4490,5737,0.0,0.0,63,0.0,0
2257,6438,0.0,0.0,24,0.0,0
8024,9980,0.0,0.0,56,0.0,1
8753,9234,0.0,0.0,35,0.0,0
7102,8285,0.0,0.0,14,0.0,0
907,8158,0.0,0.0,40,0.0,1
2199,9324,0.0,0.0,20,0.0,0
8310,9286,0.0,0.0,40,0.0,0
5560,9548,0.0625,0.5581106265512472,70,0.0021164021164021165,1
1744,7987,0.0,0.0,10,0.0,0
3544,3901,0.0,0.0,80,0.0,1
3799,7153,0.0,0.0,110,0.0,1
339,7173,0.0,0.0,30,0.0,0
7613,7935,0.0,0.0,36,0.0,1
2964,6776,0.0,0.0,42,0.0,0
3289,9712,0.0,0.0,5,0.0,1
4258,6806,0.0,0.0,50,0.0,1
2971,5838,0.0,0.0,28,0.0,1
3010,8475,0.0,0.0,32,0.0,0
705,3104,0.0,0.0,32,0.0,0
5778,8075,0.0,0.0,6,0.0,0
3384,7428,0.0,0.0,24,0.0,0
5026,5591,0.0,0.0,35,0.0,1
6144,9642,0.0,0.0,50,0.0,1
5817,7035,0.0,0.0,10,0.0,0
1687,7553,0.0,0.0,24,0.0,1
4018,7875,0.0,0.0,49,0.0,0
347,9858,0.0,0.0,12,0.0,0
1582,5894,0.0,0.0,63,0.0,0
7153,9447,0.0,0.0,77,0.0,1
1315,8288,0.0,0.0,8,0.0,0
144,2021,0.0,0.0,36,0.0,0
1048,7158,0.0,0.0,44,0.0,0
4226,7474,0.0,0.0,28,0.0,0
3823,7343,0.0,0.0,32,0.0,1
1296,3755,0.0,0.0,36,0.0,1
648,6358,0.0,0.0,15,0.0,0
5159,9229,0.0,0.0,54,0.0,1
532,7692,0.0,0.0,27,0.0,0
2507,4309,0.0,0.0,42,0.0,1
2476,7794,0.0,0.0,28,0.0,0
2032,7023,0.0,0.0,40,0.0,1
7425,7774,0.0,0.0,40,0.0,0
526,8441,0.0,0.0,20,0.0,1
44,370,0.0,0.0,25,0.0,0
3805,8190,0.0,0.0,35,0.0,0
6410,9544,0.0,0.0,6,0.0,1
5141,6812,0.0,0.0,96,0.0,1
1741,8298,0.0,0.0,24,0.0,0
4840,7064,0.0,0.0,72,0.0,0
3557,5226,0.0,0.0,28,0.0,0
3073,3607,0.0,0.0,25,0.0,0
5586,6074,0.0,0.0,32,0.0,0
5712,9766,0.0,0.0,36,0.0,0
6441,9407,0.0,0.0,48,0.0,0
2742,5720,0.0,0.0,24,0.0,0
864,7953,0.0,0.0,42,0.0,1
2063,7679,0.0,0.0,44,0.0,0
2806,3348,0.0,0.0,21,0.0,1
1829,8666,0.0,0.0,24,0.0,1
4093,6755,0.0,0.0,24,0.0,0
2761,8315,0.0,0.0,40,0.0,0
3082,8384,0.0,0.0,60,0.0,1
8452,8868,0.0,0.0,81,0.0,1
7879,9064,0.0,0.0,100,0.0,1
5434,8011,0.0,0.0,49,0.0,1
1337,5454,0.0,0.0,15,0.0,0
2587,3738,0.0,0.0,99,0.0,1
1112,9284,0.0,0.0,27,0.0,0
344,3404,0.0,0.0,18,0.0,0
6876,8651,0.0,0.0,60,0.0,1
5708,9464,0.0,0.0,64,0.0,1
6515,6529,0.0,0.0,56,0.0,1
3286,6827,0.0,0.0,35,0.0,1
5199,7815,0.0,0.0,154,0.0,1
2218,5391,0.0,0.0,56,0.0,1
100,856,0.0,0.0,72,0.0,0
4744,5898,0.0,0.0,64,0.0,1
3037,8887,0.0,0.0,56,0.0,1
2029,2936,0.0,0.0,24,0.0,1
6660,9469,0.0,0.0,56,0.0,0
311,3753,0.0,0.0,63,0.0,1
1187,4341,0.0,0.0,32,0.0,1
1491,6385,0.0,0.0,72,0.0,1
1164,5259,0.0,0.0,16,0.0,0
1763,5217,0.0,0.0,30,0.0,1
5668,7020,0.0,0.0,60,0.0,1
1277,3346,0.0,0.0,16,0.0,1
879,8083,0.0,0.0,54,0.0,0
5261,7887,0.0,0.0,24,0.0,1
3997,6778,0.0,0.0,48,0.0,1
5777,7581,0.0,0.0,15,0.0,1
8011,8076,0.0,0.0,35,0.0,1
5998,9440,0.0,0.0,60,0.0,0
1947,2751,0.0,0.0,28,0.0,0
2141,8701,0.0,0.0,20,0.0,1
2036,5255,0.0,0.0,20,0.0,0
2988,5030,0.0,0.0,30,0.0,0
3311,3936,0.0,0.0,48,0.0,1
3680,7543,0.0,0.0,65,0.0,1
3712,5890,0.0,0.0,30,0.0,0
5953,8138,0.0,0.0,80,0.0,1
4768,9237,0.0,0.0,70,0.0,0
4132,8014,0.0,0.0,35,0.0,1
5117,7077,0.0,0.0,6,0.0,0
7428,7556,0.0,0.0,30,0.0,0
2970,3109,0.0,0.0,40,0.0,0
1731,8856,0.0,0.0,21,0.0,0
1237,6766,0.0,0.0,49,0.0,1
9738,9915,0.0,0.0,30,0.0,0
5166,9009,0.0,0.0,54,0.0,0
4546,5124,0.0,0.0,90,0.0,0
7839,8404,0.0,0.0,36,0.0,1
822,6914,0.0,0.0,24,0.0,0
1658,4197,0.0,0.0,50,0.0,0
1523,9943,0.0,0.0,15,0.0,1
3061,7895,0.0,0.0,27,0.0,0
912,2380,0.0,0.0,4,0.0,0
6369,9383,0.0,0.0,132,0.0,1
5903,6812,0.0,0.0,56,0.0,1
6539,7124,0.0,0.0,18,0.0,1
170,3823,0.0,0.0,32,0.0,0
1059,7977,0.0,0.0,25,0.0,1
4548,7774,0.0,0.0,40,0.0,1
1535,5677,0.0,0.0,40,0.0,0
3090,7555,0.0,0.0,56,0.0,0
1559,4000,0.0,0.0,48,0.0,0
3711,5367,0.0,0.0,12,0.0,0
7171,8047,0.0,0.0,15,0.0,1
5175,5821,0.0,0.0,40,0.0,0
4148,7251,0.0,0.0,32,0.0,0
3361,7095,0.0,0.0,35,0.0,0
4577,9038,0.0,0.0,42,0.0,1
1536,9873,0.0,0.0,42,0.0,1
3901,8352,0.0,0.0,48,0.0,1
1674,2032,0.0,0.0,64,0.0,1
1357,4039,0.0,0.0,56,0.0,0
266,3004,0.0,0.0,30,0.0,0
561,7204,0.0,0.0,20,0.0,0
1287,6902,0.0,0.0,7,0.0,0
2842,5065,0.0,0.0,48,0.0,1
7550,8904,0.0,0.0,16,0.0,0
4005,5828,0.0,0.0,117,0.0,1
679,6630,0.0,0.0,54,0.0,1
1298,9950,0.0,0.0,56,0.0,1
5764,8203,0.0,0.0,18,0.0,0
477,5323,0.0,0.0,72,0.0,1
1699,4637,0.0,0.0,32,0.0,0
2669,9501,0.0,0.0,40,0.0,0
2093,3896,0.0,0.0,108,0.0,0
476,4099,0.0,0.0,20,0.0,0
27,1430,0.0,0.0,55,0.0,1
330,5915,0.0,0.0,30,0.0,1
360,9760,0.0,0.0,36,0.0,1
7216,9155,0.0,0.0,35,0.0,0
2326,9600,0.0,0.0,12,0.0,0
2596,5577,0.0,0.0,45,0.0,0
1993,4896,0.0,0.0,12,0.0,1
1206,1701,0.0,0.0,56,0.0,1
4672,7359,0.0,0.0,20,0.0,0
4754,7671,0.0,0.0,80,0.0,1
5145,5461,0.0,0.0,88,0.0,1
1050,8660,0.0,0.0,16,0.0,0
2458,2585,0.0,0.0,18,0.0,0
7678,8777,0.0,0.0,28,0.0,0
840,9569,0.0,0.0,15,0.0,0
5292,8577,0.0,0.0,70,0.0,0
9490,9527,0.0,0.0,42,0.0,1
2123,9521,0.0,0.0,45,0.0,0
3052,6365,0.0,0.0,99,0.0,1
268,7661,0.0,0.0,20,0.0,0
519,6907,0.0,0.0,42,0.0,1
2170,7460,0.0,0.0,45,0.0,1
1900,4296,0.0,0.0,49,0.0,0
2930,2965,0.0,0.0,30,0.0,0
7061,8189,0.0,0.0,84,0.0,0
2783,4038,0.0,0.0,30,0.0,1
5081,6872,0.0,0.0,42,0.0,1
5456,6100,0.0,0.0,35,0.0,0
2389,5080,0.0,0.0,20,0.0,0
3738,5832,0.0,0.0,55,0.0,1
8103,8587,0.0,0.0,99,0.0,1
2405,8057,0.0,0.0,35,0.0,1
1797,7316,0.0,0.0,45,0.0,1
3653,9961,0.0,0.0,72,0.0,0
5516,9541,0.0,0.0,72,0.0,1
6229,8719,0.0,0.0,56,0.0,1
3192,5657,0.0,0.0,36,0.0,0
2981,4500,0.0,0.0,24,0.0,1
4504,5339,0.0,0.0,12,0.0,0
3326,4435,0.0,0.0,12,0.0,0
4831,6815,0.0,0.0,39,0.0,0
1109,6877,0.0,0.0,32,0.0,0
48,9347,0.0,0.0,42,0.0,1
773,9678,0.0,0.0,45,0.0,0
5354,7877,0.0,0.0,40,0.0,0
4444,9194,0.0,0.0,28,0.0,0
2388,5028,0.0,0.0,54,0.0,0
646,3779,0.0,0.0,30,0.0,1
6327,8078,0.0,0.0,45,0.0,1
1953,3246,0.0,0.0,30,0.0,0
693,3094,0.0,0.0,77,0.0,1
4701,4770,0.0,0.0,64,0.0,1
65,5148,0.0,0.0,35,0.0,0
2249,4887,0.0,0.0,54,0.0,0
2590,8114,0.0,0.0,10,0.0,0
76,8078,0.0,0.0,63,0.0,1
45,7497,0.0,0.0,18,0.0,1
6274,8166,0.0,0.0,35,0.0,1
5307,8492,0.0,0.0,24,0.0,0
5577,8309,0.0,0.0,30,0.0,1
5410,7760,0.0,0.0,30,0.0,0
782,9990,0.0,0.0,54,0.0,1
1174,7860,0.0,0.0,45,0.0,1
257,8723,0.0,0.0,63,0.0,1
8382,9809,0.0,0.0,14,0.0,0
1761,3808,0.0,0.0,7,0.0,0
3328,4273,0.0,0.0,60,0.0,1
2968,3748,0.0,0.0,81,0.0,1
6542,9132,0.0,0.0,6,0.0,1
5171,6411,0.0,0.0,32,0.0,0
3386,9096,0.0,0.0,25,0.0,0
2056,2517,0.0,0.0,28,0.0,1
8006,8859,0.0,0.0,63,0.0,0
2577,6144,0.0,0.0,100,0.0,1
2423,9220,0.0,0.0,28,0.0,0
6113,8328,0.0,0.0,88,0.0,1
5239,6224,0.0,0.0,24,0.0,0
2997,9937,0.0,0.0,14,0.0,0
1223,7527,0.0,0.0,32,0.0,1
1909,3313,0.0,0.0,77,0.0,0
2153,6587,0.0,0.0,35,0.0,0
4597,6863,0.0,0.0,72,0.0,1
5129,9149,0.0,0.0,35,0.0,0
5709,8837,0.0,0.0,72,0.0,1
4266,5557,0.0,0.0,54,0.0,0
42,8764,0.0,0.0,42,0.0,1
5108,8632,0.0,0.0,24,0.0,1
4722,5745,0.0,0.0,48,0.0,1
2380,3374,0.0,0.0,28,0.0,0
3189,7237,0.0,0.0,27,0.0,0
3375,4996,0.0,0.0,12,0.0,1
4721,4889,0.0,0.0,32,0.0,1
200,3442,0.0,0.0,56,0.0,0
1789,3357,0.0,0.0,40,0.0,0
2083,2249,0.0,0.0,45,0.0,0
1987,9302,0.0,0.0,35,0.0,1
6732,8048,0.0,0.0,45,0.0,1
6613,8930,0.0,0.0,56,0.0,0
1390,5890,0.0,0.0,30,0.0,1
1338,5287,0.0,0.0,39,0.0,1
3427,5338,0.0,0.0,24,0.0,0
380,7495,0.0,0.0,49,0.0,0
6265,9973,0.0,0.0,80,0.0,1
953,2567,0.0,0.0,35,0.0,1
5748,6278,0.0,0.0,24,0.0,1
2698,7210,0.0,0.0,98,0.0,1
5228,9345,0.0,0.0,30,0.0,1
3644,9671,0.0,0.0,28,0.0,0
5276,5775,0.0,0.0,60,0.0,1
6443,9661,0.0,0.0,32,0.0,1
2536,2875,0.0,0.0,24,0.0,1
623,8247,0.0,0.0,90,0.0,1
222,9074,0.0,0.0,36,0.0,0
258,6549,0.0,0.0,60,0.0,1
782,9855,0.0,0.0,63,0.0,1
1991,2446,0.0,0.0,80,0.0,1
5482,7353,0.0,0.0,20,0.0,1
1924,6314,0.0,0.0,64,0.0,0
538,4011,0.0,0.0,16,0.0,0
1487,8952,0.0,0.0,48,0.0,1
6332,7878,0.0,0.0,42,0.0,1
2595,5830,0.0,0.0,20,0.0,0
1473,8429,0.0,0.0,27,0.0,0
887,7075,0.0,0.0,36,0.0,0
4066,9417,0.0,0.0,50,0.0,0
5563,9709,0.0,0.0,42,0.0,1
6612,7855,0.0,0.0,28,0.0,1
3649,4481,0.0,0.0,36,0.0,1
155,4669,0.0,0.0,64,0.0,0
710,8355,0.0,0.0,24,0.0,1
9183,9249,0.0,0.0,25,0.0,1
429,4587,0.0,0.0,42,0.0,1
2415,7185,0.0,0.0,36,0.0,0
6223,8361,0.0,0.0,20,0.0,1
4784,7169,0.0,0.0,80,0.0,1
699,4530,0.0,0.0,24,0.0,0
9428,9958,0.0,0.0,12,0.0,1
6879,8212,0.0,0.0,84,0.0,1
465,6679,0.0,0.0,63,0.0,1
625,9029,0.0,0.0,18,0.0,0
583,774,0.0,0.0,77,0.0,1
3906,6407,0.0,0.0,108,0.0,1
599,4178,0.0,0.0,18,0.0,1
9526,9586,0.0,0.0,24,0.0,1
6109,8626,0.0,0.0,42,0.0,0
5355,5431,0.0,0.0,40,0.0,0
4086,9184,0.0,0.0,60,0.0,1
8204,9815,0.0,0.0,30,0.0,0
1221,2768,0.0,0.0,77,0.0,1
4299,9954,0.0,0.0,56,0.0,1
1511,3905,0.0,0.0,55,0.0,1
4881,4937,0.0,0.0,35,0.0,0
4464,6330,0.0,0.0,66,0.0,1
3901,6919,0.0,0.0,64,0.0,0
1730,8219,0.0,0.0,36,0.0,0
7495,9265,0.0,0.0,56,0.0,1
2200,8900,0.0,0.0,48,0.0,1
3534,5062,0.0,0.0,35,0.0,0
158,5088,0.0,0.0,28,0.0,0
4257,7307,0.0,0.0,48,0.0,1
3734,7861,0.0,0.0,25,0.0,0
965,7789,0.0,0.0,56,0.0,0
3380,5547,0.0,0.0,32,0.0,0
2736,6276,0.0,0.0,48,0.0,1
2628,6037,0.0,0.0,54,0.0,1
2299,7631,0.0,0.0,30,0.0,1
1884,6348,0.0,0.0,63,0.0,1
2318,8041,0.0,0.0,88,0.0,1
1185,7485,0.0,0.0,16,0.0,1
2716,8671,0.0,0.0,49,0.0,1
7101,9120,0.0,0.0,24,0.0,0
2214,2282,0.0,0.0,56,0.0,0
3338,7105,0.0,0.0,42,0.0,1
3489,8007,0.0,0.0,12,0.0,0
4867,6914,0.0,0.0,24,0.0,0
8177,9125,0.0,0.0,49,0.0,1
40,2392,0.0,0.0,50,0.0,1
1679,9714,0.0,0.0,12,0.0,0
2901,4328,0.0,0.0,56,0.0,0
1985,7511,0.0,0.0,42,0.0,1
1613,5518,0.0,0.0,52,0.0,1
431,837,0.0,0.0,20,0.0,1
6835,8546,0.0,0.0,30,0.0,0
3679,6197,0.0,0.0,24,0.0,1
6396,8409,0.0,0.0,12,0.0,1
2798,3681,0.0,0.0,25,0.0,0
1557,3276,0.0,0.0,45,0.0,1
1726,4525,0.0,0.0,32,0.0,0
3682,7325,0.0,0.0,15,0.0,0
405,5245,0.0,0.0,24,0.0,0
6045,9198,0.0,0.0,66,0.0,0
1964,2105,0.0,0.0,55,0.0,0
1201,9314,0.0,0.0,45,0.0,0
277,690,0.0,0.0,30,0.0,0
649,5633,0.0,0.0,49,0.0,1
3231,7157,0.0,0.0,10,0.0,0
1031,8316,0.0,0.0,32,0.0,0
4005,8043,0.0,0.0,117,0.0,1
2510,6472,0.0,0.0,49,0.0,0
2289,2999,0.0,0.0,56,0.0,1
3552,9947,0.0,0.0,12,0.0,0
782,1928,0.0,0.0,63,0.0,0
3479,9993,0.0,0.0,50,0.0,1
2546,3903,0.0,0.0,20,0.0,1
2904,4420,0.0,0.0,14,0.0,0
2560,5535,0.0,0.0,21,0.0,1
6505,8660,0.0,0.0,2,0.0,0
1465,8055,0.0,0.0,105,0.0,1
264,9544,0.0,0.0,5,0.0,0
3028,4918,0.0,0.0,88,0.0,1
1766,4146,0.0,0.0,5,0.0,0
921,6826,0.0,0.0,48,0.0,1
1104,5365,0.0,0.0,90,0.0,1
1281,1381,0.0,0.0,60,0.0,0
1327,1607,0.0,0.0,54,0.0,0
5793,6433,0.0,0.0,35,0.0,0
1175,9441,0.0,0.0,72,0.0,1
1751,5202,0.0,0.0,40,0.0,1
510,4580,0.0,0.0,40,0.0,1
2102,5901,0.0,0.0,35,0.0,1
1349,9847,0.0,0.0,20,0.0,1
2425,7679,0.0,0.0,77,0.0,0
2412,9789,0.0,0.0,42,0.0,1
3745,3982,0.0,0.0,54,0.0,1
1083,5775,0.0,0.0,96,0.0,1
1347,7576,0.0,0.0,8,0.0,0
5308,9317,0.0,0.0,30,0.0,0
5422,7074,0.0,0.0,81,0.0,0
6246,6774,0.0,0.0,24,0.0,0
4959,9635,0.0,0.0,20,0.0,0
100,4183,0.0,0.0,64,0.0,0
1080,2220,0.0,0.0,100,0.0,1
308,1479,0.0,0.0,30,0.0,1
6866,7956,0.0,0.0,48,0.0,0
2285,3053,0.0,0.0,54,0.0,1
5215,8268,0.0,0.0,42,0.0,1
1423,9732,0.0,0.0,77,0.0,1
8542,9530,0.0,0.0,36,0.0,1
1552,2686,0.0,0.0,28,0.0,1
1941,5152,0.0,0.0,48,0.0,1
5141,9939,0.0,0.0,36,0.0,0
6674,7762,0.0,0.0,36,0.0,1
4377,5239,0.0,0.0,40,0.0,0
5153,9810,0.0,0.0,36,0.0,1
7396,9996,0.0,0.0,25,0.0,1
3012,3974,0.0,0.0,18,0.0,0
1249,7016,0.0,0.0,16,0.0,1
4831,9247,0.0,0.0,21,0.0,0
4,7448,0.0,0.0,50,0.0,0
2052,4112,0.0,0.0,25,0.0,1
9142,9368,0.0,0.0,54,0.0,1
4477,9901,0.0,0.0,50,0.0,0
4344,9241,0.0,0.0,54,0.0,1
1849,9627,0.0,0.0,77,0.0,1
8249,8600,0.0,0.0,50,0.0,0
4962,6794,0.0,0.0,30,0.0,0
127,7817,0.0,0.0,28,0.0,1
2584,6642,0.0,0.0,24,0.0,0
709,1804,0.0,0.0,24,0.0,0
3675,8890,0.0,0.0,25,0.0,1
1324,2286,0.0,0.0,15,0.0,0
8090,9698,0.0,0.0,45,0.0,0
5769,7357,0.0,0.0,45,0.0,0
2463,5257,0.0,0.0,30,0.0,1
893,6438,0.0,0.0,30,0.0,0
3018,6504,0.0,0.0,48,0.0,0
286,5002,0.0,0.0,24,0.0,0
533,1613,0.0,0.0,20,0.0,0
3541,8949,0.0,0.0,63,0.0,1
182,4593,0.0,0.0,27,0.0,0
4827,5811,0.0,0.0,56,0.0,1
3524,8184,0.0,0.0,48,0.0,0
587,8048,0.0,0.0,20,0.0,0
6984,9987,0.0,0.0,35,0.0,1
3267,3369,0.0,0.0,112,0.0,1
4609,6889,0.0,0.0,18,0.0,1
874,5793,0.0,0.0,35,0.0,0
4825,6014,0.0,0.0,8,0.0,0
2249,2334,0.0,0.0,72,0.0,1
2354,4337,0.0,0.0,60,0.0,1
2014,9866,0.0,0.0,80,0.0,1
1564,2705,0.0,0.0,48,0.0,0
69,534,0.0,0.0,42,0.0,1
1557,1760,0.0,0.0,54,0.0,1
748,1558,0.0,0.0,24,0.0,1
103,3247,0.0,0.0,16,0.0,0
3122,8654,0.0,0.0,48,0.0,0
1709,9568,0.0,0.0,54,0.0,0
5830,7403,0.0,0.0,30,0.0,0
5072,9280,0.0,0.0,20,0.0,1
300,3148,0.0,0.0,14,0.0,0
7524,8348,0.0,0.0,36,0.0,0
7597,7649,0.0,0.0,56,0.0,0
3218,6583,0.0,0.0,30,0.0,0
6183,6502,0.0,0.0,42,0.0,0
2067,7165,0.0,0.0,49,0.0,0
2726,6107,0.0,0.0,48,0.0,1
4850,6915,0.0,0.0,15,0.0,0
1810,6504,0.0,0.0,80,0.0,0
8672,9052,0.0,0.0,49,0.0,1
347,6660,0.0,0.0,28,0.0,1
4673,6757,0.0,0.0,50,0.0,1
798,3544,0.0,0.0,110,0.0,1
1488,9691,0.0,0.0,63,0.0,1
1847,7115,0.0,0.0,4,0.0,0
2033,6727,0.0,0.0,24,0.0,1
565,9840,0.0,0.0,20,0.0,0
2875,9372,0.0,0.0,30,0.0,0
7686,8681,0.0,0.0,54,0.0,1
4207,4238,0.0,0.0,110,0.0,1
4516,5132,0.0,0.0,35,0.0,1
6757,9563,0.0,0.0,30,0.0,1
3277,8501,0.0,0.0,50,0.0,0
3809,7774,0.0,0.0,72,0.0,1
4049,6344,0.0,0.0,20,0.0,1
4242,8242,0.0,0.0,42,0.0,0
8206,8913,0.0,0.0,24,0.0,1
1052,6563,0.0,0.0,28,0.0,0
5227,8058,0.0,0.0,32,0.0,1
2522,4284,0.0,0.0,24,0.0,0
630,9861,0.0,0.0,30,0.0,0
718,8687,0.0,0.0,55,0.0,0
1092,7468,0.0,0.0,70,0.0,0
1842,8233,0.0,0.0,42,0.0,1
2443,6885,0.0,0.0,48,0.0,1
4230,9473,0.0,0.0,84,0.0,1
